provider_id,hospital_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services,rate_of_mortality,rate_of_complication,patient_experience,medicare_coverage,rank_value,abs_rank_value
210013,BON SECOURS HOSPITAL,2000 W BALTIMORE STREET,BALTIMORE,MD,21223,BALTIMORE CITY,4103623000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8955,0.7423,0.5556,,0.7311,0.5484
390062,NASON HOSPITAL,105 NASON DRIVE,ROARING SPRING,PA,16673,BLAIR,8142242141,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8655,,0.7044,0.6234,0.7311,0.5483
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8665,,0.63,0.6965,0.731,0.5483
140120,PEKIN MEMORIAL HOSPITAL,600 SOUTH 13TH STREET,PEKIN,IL,61554,TAZEWELL,3093471151,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.867,,0.6811,0.6449,0.731,0.5483
50537,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,DAVIS,CA,95616,YOLO,5307566440,Acute Care Hospitals,Proprietary,Yes,0.8715,,0.6789,0.6425,0.731,0.5482
320016,GILA REGIONAL MEDICAL CENTER,1313 E 32ND ST,SILVER CITY,NM,88061,GRANT,5755384000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.875,,0.6522,0.6657,0.731,0.5482
220019,HARRINGTON MEMORIAL HOSPITAL,100 SOUTH STREET,SOUTHBRIDGE,MA,1550,WORCESTER,5087659771,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8677,,0.6522,0.6729,0.7309,0.5482
270032,NORTHERN MONTANA HOSPITAL,30 13TH ST,HAVRE,MT,59501,HILL,4062652211,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8835,,0.5856,0.7237,0.7309,0.5482
10101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,TALLADEGA,AL,35161,TALLADEGA,2567614542,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8703,,0.6378,0.6845,0.7309,0.5482
320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,3001 BROADMOOR BLVD NE,RIO RANCHO,NM,87144,SANDOVAL,5052728087,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.887,,0.6411,0.6645,0.7309,0.5482
320011,PRESBYTERIAN ESPANOLA HOSPITAL,1010 SPRUCE STREET,ESPANOLA,NM,87532,RIO ARRIBA,5057531502,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8795,,0.6333,0.6793,0.7307,0.5480
40051,DREW MEMORIAL HOSPITAL,778 SCOGIN DRIVE,MONTICELLO,AR,71655,DREW,8703672411,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8655,,0.6256,0.7009,0.7307,0.5480
110111,UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,2460 WASHINGTON ROAD,THOMSON,GA,30824,MCDUFFIE,7065951411,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.855,,0.7,0.6369,0.7306,0.5480
340084,CAROLINAS HEALTH CARE SYSTEM ANSON,2301 US HIGHWAY 74 WEST,WADESBORO,NC,28170,ANSON,7046945131,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.874,,0.6589,0.6589,0.7306,0.5480
370113,INTEGRIS GROVE HOSPITAL,1001 EAST 18TH STREET,GROVE,OK,74344,DELAWARE,9187862243,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8557,,0.69,0.6461,0.7306,0.5480
230095,WEST BRANCH REGIONAL MEDICAL CENTER,2463 SOUTH M-30,WEST BRANCH,MI,48661,OGEMAW,9893456366,Acute Care Hospitals,Government - Local,Yes,0.8737,,0.6489,0.6685,0.7304,0.5478
110045,BARROW REGIONAL MEDICAL CENTER,316 NORTH BROAD STREET,WINDER,GA,30680,BARROW,7703075210,Acute Care Hospitals,Proprietary,Yes,0.89,,0.6111,0.6897,0.7303,0.5477
260116,PARKLAND HEALTH CENTER - WEBER ROAD,1212 WEBER RD,FARMINGTON,MO,63640,SAINT FRANCOIS,5737564581,Acute Care Hospitals,Proprietary,Yes,0.8785,,0.6344,0.6777,0.7302,0.5477
450099,PAMPA REGIONAL MEDICAL CENTER,1 MEDICAL PLAZA,PAMPA,TX,79065,GRAY,8066653721,Acute Care Hospitals,Proprietary,Yes,0.8935,,0.6544,0.6425,0.7302,0.5476
220016,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,1301,FRANKLIN,4137730211,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8757,,0.6322,0.6821,0.73,0.5475
170014,RANSOM MEMORIAL HOSPITAL,1301 S MAIN STREET,OTTAWA,KS,66067,FRANKLIN,7852298200,Acute Care Hospitals,Government - Local,Yes,0.895,,0.6711,0.6238,0.73,0.5475
330277,CORNING HOSPITAL,1 GUTHRIE DRIVE,CORNING,NY,14830,STEUBEN,6079377200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8857,,0.6456,0.6585,0.7299,0.5475
460014,MOUNTAIN WEST MEDICAL CENTER,2055 NORTH MAIN STREET,TOOELE,UT,84074,TOOELE,4358433700,Acute Care Hospitals,Proprietary,Yes,0.8645,,0.6456,0.6797,0.7299,0.5475
140052,OSF SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MADISON,6184652571,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.8683,,0.6789,0.6425,0.7299,0.5474
10058,BIBB MEDICAL CENTER,208 PIERSON AVE,CENTREVILLE,AL,35042,BIBB,2059264881,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.842,,0.6733,0.6741,0.7298,0.5474
440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,HWY 43 S BOX 847,LAWRENCEBURG,TN,38464,LAWRENCE,9317626571,Acute Care Hospitals,Proprietary,Yes,0.8945,,0.6344,0.6605,0.7298,0.5474
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,411 N BELKNAP ST,STEPHENVILLE,TX,76401,ERATH,2549651500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8833,,0.7111,0.595,0.7298,0.5474
390084,SUNBURY COMMUNITY HOSPITAL,350 NORTH 11TH STREET,SUNBURY,PA,17801,NORTHUMBERLAND,5702863333,Acute Care Hospitals,Proprietary,Yes,0.8693,,0.6767,0.6433,0.7298,0.5473
490089,CARILION FRANKLIN MEMORIAL HOSPITAL,180 FLOYD AVENUE,ROCKY MOUNT,VA,24151,FRANKLIN,5404835277,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8643,,0.6489,0.6761,0.7298,0.5473
440102,LINCOLN MEDICAL CENTER,106 MEDICAL CENTER BLVD,FAYETTEVILLE,TN,37334,LINCOLN,9314381100,Acute Care Hospitals,Government - Local,Yes,0.8775,,0.65,0.6617,0.7297,0.5473
440001,UNICOI COUNTY MEMORIAL HOSPITAL,GREENWAY CIRCLE,ERWIN,TN,37650,UNICOI,4237433141,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.884,,0.6622,0.6425,0.7296,0.5472
510002,GREENBRIER VALLEY MEDICAL CENTER,202 MAPLEWOOD AVENUE  PO BOX 497,RONCEVERTE,WV,24970,GREENBRIER,3046474411,Acute Care Hospitals,Proprietary,Yes,0.874,,0.6533,0.6613,0.7296,0.5472
440020,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,1265 E COLLEGE ST,PULASKI,TN,38478,GILES,9313637531,Acute Care Hospitals,Proprietary,Yes,0.897,,0.6489,0.6425,0.7295,0.5471
40069,GREAT RIVER MEDICAL CENTER,1520 N DIVISION STREET,BLYTHEVILLE,AR,72315,MISSISSIPPI,8708387300,Acute Care Hospitals,Government - Local,Yes,0.887,,0.6011,0.7001,0.7294,0.5471
530008,SAGEWEST HEALTH CARE,2100 W SUNSET DR,RIVERTON,WY,82501,FREMONT,3078564161,Acute Care Hospitals,Proprietary,Yes,0.881,,0.5833,0.7237,0.7293,0.5470
50435,FALLBROOK HOSPITAL DISTRICT,624 E ELDER ST,FALLBROOK,CA,92028,SAN DIEGO,7607281191,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.8855,,0.6278,0.6745,0.7293,0.5470
150133,KOSCIUSKO COMMUNITY HOSPITAL,2101 E DUBOIS DR,WARSAW,IN,46580,KOSCIUSKO,5742673200,Acute Care Hospitals,Proprietary,Yes,0.869,,0.6611,0.6577,0.7293,0.5470
230108,UP HEALTH SYSTEM PORTAGE,500 CAMPUS DRIVE,HANCOCK,MI,49930,HOUGHTON,9064831000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8673,,0.69,0.6305,0.7293,0.5470
140143,ST MARGARETS HOSPITAL,600 E 1ST ST,SPRING VALLEY,IL,61362,BUREAU,8156641176,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8765,,0.7033,0.6078,0.7292,0.5469
450690,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,11937 US HIGHWAY 271,TYLER,TX,75708,SMITH,9038777777,Acute Care Hospitals,Government - State,Yes,0.8877,,0.6533,0.6465,0.7292,0.5469
10065,RUSSELL HOSPITAL,3316 HIGHWAY 280,ALEXANDER CITY,AL,35010,TALLAPOOSA,2563297100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8673,,0.7211,0.599,0.7291,0.5469
140026,ST MARYS HOSPITAL,111  SPRING STREET,STREATOR,IL,61364,LA SALLE,8156732311,Acute Care Hospitals,Voluntary non-profit - Church,No,0.8783,,0.6778,0.6313,0.7292,0.5469
440031,ROANE MEDICAL CENTER,8045 ROANE MEDICAL CENTER DRIVE,HARRIMAN,TN,37748,ROANE,8653161000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.866,,0.6744,0.6469,0.7291,0.5468
160112,SPENCER MUNICIPAL HOSPITAL,1200 1ST AVENUE EAST,SPENCER,IA,51301,CLAY,7122648300,Acute Care Hospitals,Government - Local,Yes,0.8535,,0.6867,0.6469,0.729,0.5468
230093,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,605 OAK STREET,BIG RAPIDS,MI,49307,MECOSTA,2317968691,Acute Care Hospitals,Government - Local,Yes,0.892,,0.6578,0.6373,0.729,0.5468
290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,2001 ERRECART BLVD,ELKO,NV,89801,ELKO,7757385151,Acute Care Hospitals,Proprietary,Yes,0.8663,,0.6067,0.7141,0.729,0.5468
450152,METROPLEX HOSPITAL,2201 S CLEAR CREEK ROAD,KILLEEN,TX,76542,BELL,2545267523,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8867,,0.6822,0.6182,0.729,0.5468
60044,COLORADO PLAINS MEDICAL CENTER,1000 LINCOLN ST,FORT MORGAN,CO,80701,MORGAN,9708673391,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.875,,0.6722,0.6397,0.729,0.5467
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,Acute Care Hospitals,Proprietary,Yes,0.8747,,0.6556,0.6565,0.7289,0.5467
440060,MILAN GENERAL HOSPITAL,4039 HIGHLAND ST,MILAN,TN,38358,GIBSON,7316861591,Acute Care Hospitals,Government - Local,Yes,0.8775,,0.7133,0.5958,0.7289,0.5467
450766,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,5151 HARRY HINES BLVD,DALLAS,TX,75390,DALLAS,2148793758,Acute Care Hospitals,Government - State,No,,0.8969,0.6944,0.595,0.7288,0.5466
230118,HURON MEDICAL CENTER,1100 SOUTH VAN DYKE ROAD,BAD AXE,MI,48413,HURON,9892699521,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8797,,0.6744,0.6321,0.7288,0.5466
50298,BARSTOW COMMUNITY HOSPITAL,820 E MOUNTAIN VIEW STREET,BARSTOW,CA,92311,SAN BERNARDINO,7602561761,Acute Care Hospitals,Proprietary,Yes,0.8713,,0.6511,0.6637,0.7287,0.5465
500084,EVERGREEN HEALTH MONROE,14701 179TH SE,MONROE,WA,98272,SNOHOMISH,3607947497,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.8865,,0.6289,0.6705,0.7286,0.5465
440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,110 HOSPITAL DRIVE,JEFFERSON CITY,TN,37760,JEFFERSON,8654712500,Acute Care Hospitals,Proprietary,No,0.8835,,0.6589,0.6433,0.7286,0.5464
450573,CHRISTUS JASPER MEMORIAL HOSPITAL,1275 MARVIN HANCOCK DRIVE,JASPER,TX,75951,JASPER,4093845461,Acute Care Hospitals,Government - Local,Yes,0.8845,,0.6667,0.6345,0.7286,0.5464
50279,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,SAN BERNARDINO,7603663711,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.8645,,0.6178,0.7033,0.7285,0.5464
240084,ESSENTIA HEALTH VIRGINIA,901 9TH STREET NORTH,VIRGINIA,MN,55792,SAINT LOUIS,2187413340,Acute Care Hospitals,Government - Local,No,0.8747,,0.6378,0.6729,0.7285,0.5464
40047,FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,POCAHONTAS,AR,72455,RANDOLPH,8708926000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.873,,0.6533,0.6589,0.7284,0.5463
250122,MERIT HEALTH NATCHEZ-COMMUNITY CAMPUS,129 JEFFERSON DAVIS BLVD BOX 1203,NATCHEZ,MS,39120,ADAMS,6014456200,Acute Care Hospitals,Proprietary,Yes,0.858,,0.65,0.6769,0.7283,0.5462
510013,REYNOLDS MEMORIAL HOSPITAL,800 WHEELING AVE,GLEN DALE,WV,26038,MARSHALL,3048433230,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.866,,0.6756,0.6433,0.7283,0.5462
180138,BAPTIST HEALTH LA GRANGE,1025 NEW MOODY LANE,LA GRANGE,KY,40031,OLDHAM,5022225388,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8885,,0.6633,0.6329,0.7283,0.5462
330132,TLC HEALTH NETWORK,100 MEMORIAL DRIVE,GOWANDA,NY,14070,CATTARAUGUS,7165323377,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8615,,0.6389,0.6841,0.7282,0.5461
250117,HIGHLAND COMMUNITY  HOSPITAL,130 HIGHLAND PKWY,PICAYUNE,MS,39466,PEARL RIVER,6013589400,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.876,,0.6167,0.6917,0.7281,0.5461
230037,HILLSDALE COMMUNITY HEALTH CENTER,168 S HOWELL STREET,HILLSDALE,MI,49242,HILLSDALE,5174374451,Acute Care Hospitals,Government - Federal,Yes,0.882,,0.6322,0.6701,0.7281,0.5461
190140,FRANKLIN MEDICAL CENTER,2106 LOOP ROAD,WINNSBORO,LA,71295,FRANKLIN,3184359411,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.8725,,0.6889,0.6226,0.728,0.5460
330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,NY,14895,ALLEGANY,5855931100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8593,,0.6544,0.6697,0.7278,0.5459
250095,SOUTH SUNFLOWER COUNTY HOSPITAL,121 E BAKER ST,INDIANOLA,MS,38751,SUNFLOWER,6628875235,Acute Care Hospitals,Government - Local,Yes,0.8945,,0.6678,0.6206,0.7276,0.5457
40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,HARRISON,AR,72601,BOONE,8704144000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8773,,0.6578,0.6477,0.7276,0.5457
170074,GEARY COMMUNITY HOSPITAL,1102 ST MARY'S ROAD,JUNCTION CITY,KS,66441,GEARY,7852103301,Acute Care Hospitals,Government - Local,Yes,0.8455,,0.6789,0.6581,0.7275,0.5456
330211,CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,OGDENSBURG,NY,13669,SAINT LAWRENCE,3153933600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8883,,0.6211,0.6725,0.7273,0.5455
250050,OCH REGIONAL MEDICAL CENTER,400 HOSPITAL ROAD,STARKVILLE,MS,39759,OKTIBBEHA,6623234320,Acute Care Hospitals,Government - Local,Yes,0.848,,0.7033,0.6305,0.7273,0.5455
170150,SOUTH CENTRAL KS  MED CENTER,6401 PATTERSON PARKWAY,ARKANSAS CITY,KS,67005,COWLEY,6204422500,Acute Care Hospitals,Government - Local,Yes,0.867,,0.6533,0.6613,0.7272,0.5454
390043,SOLDIERS AND SAILORS MEMORIAL HOSPITAL,32-36 CENTRAL AVENUE,WELLSBORO,PA,16901,TIOGA,5707241631,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8707,,0.6644,0.6465,0.7272,0.5454
210027,WESTERN MARYLAND REGIONAL MEDICAL CENTER,12500 WILLOWBROOK ROAD,CUMBERLAND,MD,21502,ALLEGANY,2409648001,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.863,0.6658,0.6522,,0.727,0.5453
160008,KEOKUK AREA HOSPITAL,1600 MORGAN STREET,KEOKUK,IA,52632,LEE,3195247150,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8533,,0.6567,0.6701,0.7267,0.5450
210028,MEDSTAR SAINT MARY'S HOSPITAL,25500 POINT LOOKOUT ROAD,LEONARDTOWN,MD,20650,SAINT MARYS,3014756001,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.879,0.6565,0.6444,,0.7267,0.5450
280132,BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL,2500 BELLEVUE MEDICAL CENTER DR,BELLEVUE,NE,68123,SARPY,4027633600,Acute Care Hospitals,Proprietary,Yes,0.8663,,0.6722,0.6413,0.7266,0.5450
160001,CENTRAL IOWA HEALTHCARE,3 S 4TH AVE,MARSHALLTOWN,IA,50158,MARSHALL,6417545151,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8753,,0.6311,0.6733,0.7266,0.5449
140093,PRESENCE UNITED SAMARITANS MEDICAL CENTER,812 N LOGAN,DANVILLE,IL,61832,VERMILION,2174435000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.8673,,0.6789,0.6333,0.7265,0.5449
340144,DAVIS REGIONAL MEDICAL CENTER,218 OLD MOCKSBVILLE RD PO BOX 1823,STATESVILLE,NC,28687,IREDELL,7048730281,Acute Care Hospitals,Proprietary,Yes,0.8827,,0.65,0.6465,0.7264,0.5448
390146,WARREN GENERAL HOSPITAL,TWO CRESCENT PARK WEST,WARREN,PA,16365,WARREN,8147233300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.873,,0.6333,0.6729,0.7264,0.5448
70039,MASONIC HOME AND HOSPITAL,22 MASONIC AVE,WALLINGFORD,CT,6492,NEW HAVEN,2036795900,Acute Care Hospitals,Voluntary non-profit - Private,No,0.8825,,0.65,0.6465,0.7263,0.5448
340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,HENDERSON,8286961000,Acute Care Hospitals,Government - Local,Yes,0.8763,,0.6856,0.617,0.7263,0.5447
530011,MEMORIAL HOSPITAL SWEETWATER COUNTY,1200 COLLEGE DRIVE,ROCK SPRINGS,WY,82901,SWEETWATER,3073623711,Acute Care Hospitals,Government - Local,Yes,0.8725,,0.61,0.6961,0.7262,0.5447
670004,ST MARKS MEDICAL CENTER,ONE ST MARK'S PLACE,LA GRANGE,TX,78945,FAYETTE,9792422200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8935,,0.6844,0.6006,0.7262,0.5446
430015,AVERA ST MARY'S HOSPITAL,801 E SIOUX,PIERRE,SD,57501,HUGHES,6052243100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8795,,0.6367,0.6621,0.7261,0.5446
360125,ASHTABULA COUNTY MEDICAL CENTER,2420 LAKE AVENUE,ASHTABULA,OH,44004,ASHTABULA,4409972262,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8933,,0.66,0.6246,0.726,0.5445
150097,MAJOR HOSPITAL,150 W WASHINGTON ST,SHELBYVILLE,IN,46176,SHELBY,3173923211,Acute Care Hospitals,Government - Local,Yes,0.8807,,0.6756,0.6214,0.7259,0.5444
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Acute Care Hospitals,Proprietary,Yes,0.845,,0.6733,0.6593,0.7259,0.5444
250094,WESLEY MEDICAL CENTER,5001 W HARDY ST,HATTIESBURG,MS,39402,FORREST,6012688000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.875,,0.6711,0.6313,0.7258,0.5444
110187,CHESTATEE REGIONAL HOSPITAL,227 MOUNTAIN DR,DAHLONEGA,GA,30533,LUMPKIN,7068646136,Acute Care Hospitals,Proprietary,Yes,0.892,,0.6444,0.6409,0.7258,0.5443
450370,COLUMBUS COMMUNITY HOSPITAL,110 SHULT DR,COLUMBUS,TX,78934,COLORADO,9797322371,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8895,,0.6589,0.6289,0.7258,0.5443
50296,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,CA,95023,SAN BENITO,8316375711,Acute Care Hospitals,Government - Hospital District or Authority,No,0.8703,,0.6244,0.6825,0.7258,0.5443
460026,SEVIER VALLEY MEDICAL CENTER,1000 NORTH MAIN STREET,RICHFIELD,UT,84701,SEVIER,4358934100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.873,,0.6867,0.6174,0.7257,0.5443
30118,YAVAPAI REGIONAL MEDICAL CENTER-EAST CAMPUS,7700 EAST FLORENTINE ROAD,PRESCOTT VALLEY,AZ,86314,YAVAPAI,9287715676,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.875,,0.6544,0.6473,0.7256,0.5442
100102,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,368 NE FRANKLIN ST,LAKE CITY,FL,32055,COLUMBIA,3862928000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8813,,0.6133,0.6821,0.7256,0.5442
50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,RIVERSIDE,9513532000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,0.907,0.6311,0.6385,0.7256,0.5442
50138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,3237834011,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,0.8902,0.6489,0.6373,0.7255,0.5441
260219,PROGRESS WEST HOSPITAL,2 PROGRESS POINT PKWY,O FALLON,MO,63368,SAINT CHARLES,6363441000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8883,,0.6567,0.6309,0.7253,0.5440
210012,SINAI HOSPITAL OF BALTIMORE,2401 WEST BELVEDERE AVENUE,BALTIMORE,MD,21215,BALTIMORE CITY,4106015131,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8893,0.6553,0.6311,,0.7252,0.5439
50014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,2092237500,Acute Care Hospitals,Government - Local,Yes,0.866,,0.6467,0.6629,0.7252,0.5439
450108,CONNALLY MEMORIAL MEDICAL CENTER,499 10TH STREET,FLORESVILLE,TX,78114,WILSON,8303931300,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.8815,,0.6711,0.623,0.7252,0.5439
240043,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,404 WEST FOUNTAIN STREET,ALBERT LEA,MN,56007,FREEBORN,5073732384,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8653,,0.65,0.6601,0.7252,0.5439
430081,PHS INDIAN HOSPITAL AT PINE RIDGE,"HIGHWAY 18, MAIN ST., BLDG. 159",PINE RIDGE,SD,57770,OGLALA LAKOTA,6058675131,Acute Care Hospitals,Government - Federal,Yes,0.891,,0.5122,0.7721,0.7251,0.5438
440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,"1201 BISHOP ST, PO BOX 310",UNION CITY,TN,38261,OBION,7318852410,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8613,,0.7122,0.6014,0.725,0.5437
100156,LAKE CITY MEDICAL CENTER,340 NW COMMERCE DR,LAKE CITY,FL,32055,COLUMBIA,3867199000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8803,,0.6422,0.6517,0.7248,0.5436
140294,CROSSROADS COMMUNITY HOSPITAL,8 DOCTORS PARK ROAD,MOUNT VERNON,IL,62864,JEFFERSON,6182445500,Acute Care Hospitals,Proprietary,Yes,0.882,,0.6656,0.6265,0.7247,0.5435
390183,ST LUKE'S MINERS MEMORIAL HOSPITAL,360 W RUDDLE STREET,COALDALE,PA,18218,SCHUYLKILL,5706452131,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.886,,0.6633,0.6246,0.7246,0.5435
40014,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,SEARCY,AR,72143,WHITE,5012783100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.855,,0.6878,0.6309,0.7246,0.5434
220095,HEYWOOD HOSPITAL,242 GREEN STREET,GARDNER,MA,1440,WORCESTER,9786323420,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8767,,0.6456,0.6513,0.7245,0.5434
450389,EAST TEXAS MEDICAL CENTER ATHENS,2000 SOUTH PALESTINE,ATHENS,TX,75751,HENDERSON,9036761000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.871,,0.6267,0.6757,0.7245,0.5434
320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,1901 RED ROCK DRIVE,GALLUP,NM,87301,MCKINLEY,5058637000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.888,,0.6078,0.6773,0.7244,0.5433
220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.875,,0.6778,0.6202,0.7243,0.5433
450194,EAST TEXAS MEDICAL CENTER JACKSONVILLE,501 S RAGSDALE,JACKSONVILLE,TX,75766,CHEROKEE,9035415000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.874,,0.68,0.619,0.7243,0.5433
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,2669 KINARD ST PO BOX 497,NEWBERRY,SC,29108,NEWBERRY,8034057145,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8683,,0.69,0.6146,0.7243,0.5432
320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,117 EAST 19TH STREET,ROSWELL,NM,88201,CHAVES,5756277000,Acute Care Hospitals,Physician,Yes,0.872,,0.6511,0.6497,0.7243,0.5432
360046,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,110 NORTH POPLAR STREET,OXFORD,OH,45056,BUTLER,5135232111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8695,,0.6644,0.6389,0.7243,0.5432
190090,WINN PARISH MEDICAL CENTER,301 W BOUNDARY STREET,WINNFIELD,LA,71483,WINN,3186483000,Acute Care Hospitals,Proprietary,Yes,0.8955,,0.6478,0.6293,0.7242,0.5432
